Stat Nr;Stat;Support0;Generalize0;Specialize0;Attack0;Support1;Generalize1;Specialize1;Attack1;Support2;Generalize2;Specialize2;Attack2;L = 0;R = 0;L = 1;R = 1;L = 2;R = 2;L = 3;R = 3;L = 4;R = 4;L = 5;R = 5;L = 6;R = 6;L = 7;R = 7;L = 8;R = 8;L = 9;R = 9;L = 10;R = 10;L = 11;R = 11;L = 12;R = 12;L = 13;R = 13;L = 14;R = 14;L = 15;R = 15;L = 16;R = 16;L = 17;R = 17;L = 18;R = 18;L = 19;R = 19;L = 20;R = 20;L = 21;R = 21;L = 22;R = 22;L = 23;R = 23;L = 24;R = 24;L = 25;R = 25;L = 26;R = 26;L = 27;R = 27;L = 28;R = 28;L = 29;R = 29;L = 30;R = 30;L = 31;R = 31;L = 32;R = 32;L = 33;R = 33;L = 34;R = 34;L = 35;R = 35;Tot Gen;Tot Retr
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;0,0;-168,24166666666565;0;-833
least;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;most;0,0;0,0;0;0
Bush;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Politicians;0,25;-129,07142857142895;1;-607
threatened;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatening;0,0;-485,90992063492166;0;-2594
Bush;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bin Laden;0,0;-153,93650793650792;0;-896
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;I;4,098809523809523;-375,84404761904904;18;-1954
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can;0,0;-1134,4547619047746;0;-4793
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not best;0,0;-542,5488095238119;0;-2473
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Violence;0,9833333333333332;-1234,752380952421;4;-6010
less;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;more;0,0;0,0;0;0
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Military Actions;12,616666666666665;-339,36666666666537;36;-1345
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Diplomacy;6,083333333333333;-236,73690476190274;9;-1015
useless;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;waste;4,450000000000002;-79,9380952380954;15;-381
open;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;attentive;0,0;-92,03333333333372;0;-396
accidental;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;controlling;0,1111111111111111;-70,71388888888899;1;-371
Hate;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Peace;0,0;-33,70952380952378;0;-162
Poverty;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Wealth;0,0;-13,500000000000002;0;-32
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Politicians;1,7666666666666666;-744,6337301587143;9;-4275
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Violence;1,2666666666666666;-685,0869047619075;6;-3669
many;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;isolated;0,7;-136,26507936507977;2;-763
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;4,783333333333334;-66,97579365079388;17;-357
exceptional;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;continuous;0,0;-63,42619047619061;0;-265
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;1,6666666666666667;-460,9059523809539;4;-2180
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;must;1,2833333333333332;-620,491666666665;4;-2375
Violence;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Culprits;0,0;-437,0309523809524;0;-2091
Problem;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Solution;0,0;0,0;0;0
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;possibly;0,5;-203,08849206349032;1;-1040
Television;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;AmericanMedia;1,9047619047619047;-333,8857142857137;10;-2020
not best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;0,0;0,0;0;0
too much;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not enough;0,0;-1,0;0;-1
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not best;0,0;-144,11468253968263;0;-692
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Oligarchy;0,0;-218,61984126983927;0;-1189
normal;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;exceptional;0,0;-10,699999999999998;0;-29
Bombing;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Economic Aid;1,5833333333333333;-98,22261904761908;5;-406
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Bush;0,25;-387,4892857142885;1;-2239
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must;0,16666666666666666;-137,30674603174614;1;-706
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;1,7773809523809523;-727,9567460317679;8;-4203
Innocents;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Culprits;0,0;0,0;0;0
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,47619047619047616;-327,96904761904835;3;-1772
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;BlackPeople;0,0;-336,73055555555703;0;-1953
Leadership;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Oligarchy;0,0;-62,88333333333348;0;-279
fearful;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;3,6738095238095236;-1335,7309523809856;18;-7663
can not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,8690476190476188;-137,40476190476267;5;-736
Government;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Leadership;0,0;-31,23571428571427;0;-127
BlackPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;RichPeople;0,0;-52,378571428571504;0;-235
I;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;4,598809523809525;-1328,2460317460602;18;-7532
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can not;0,5;-607,0273809523786;2;-2708
worst;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not worst;0,0;-307,12142857142624;0;-1696
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;European;0,0;-362,5333333333378;0;-1965
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;0,14285714285714285;-125,22738095238141;1;-598
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Muslims;1,2785714285714285;-1009,5531746031487;8;-5868
AmericanSociety;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Society;0,0;-6,949999999999998;0;-17
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;never;7,416666666666666;-1181,0023809523952;23;-5825
Violence;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;War;1,55;-583,553571428575;7;-3189
same;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not same;0,0;-50,26984126984131;0;-236
Distruction;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Casualties;0,0;-35,5261904761905;0;-154
most;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;least;0,0;0,0;0;0
waste;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;useless;4,483333333333334;-492,59523809523705;15;-2297
CurrentWorld;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;World;2,0;-80,29761904761939;4;-339
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;secure;0,3333333333333333;-439,285317460322;2;-2363
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;2,066666666666667;-389,3484126984135;10;-2146
frustrated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;threatened;1,8785714285714283;-508,79285714285356;11;-3091
ForeignMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;AmericanMedia;0,0;-14,583333333333314;0;-56
Casualties;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Distruction;0,0;-85,83333333333358;0;-357
World;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;CurrentWorld;2,0;-106,3809523809527;4;-444
Victims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Terrorists;2,9373015873015875;-543,1892857142935;13;-3297
not best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;9,849999999999996;-40,14920634920635;35;-197
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Americans;0,0;-84,69682539682557;0;-384
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Victims;2,6595238095238094;-506,0551587301622;11;-2769
isolated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;many;0,7;-88,36111111111089;2;-489
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,0;-87,30436507936528;0;-469
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Economic Aid;4,166666666666667;-189,6249999999992;10;-812
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;hopefully;0,0;-348,5642857142849;0;-1609
limited;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;isolated;0,3666666666666667;-69,10079365079395;2;-372
not same;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;same;0,0;0,0;0;0
isolated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;limited;0,3666666666666667;-121,04563492063551;2;-714
worst;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;best;0,0;0,0;0;0
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;1,3333333333333333;-223,11468253967985;3;-1101
Friends;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Enemies;0,0;0,0;0;0
Leadership;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-48,647619047619095;0;-194
Fundamentalists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorists;1,6452380952380952;-605,6107142857115;10;-3576
possibly;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;hopefully;0,5;-51,791666666666714;1;-217
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;4,75;-134,01507936508003;12;-677
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can;0,3611111111111111;-98,37658730158775;2;-450
effective;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;waste;9,25;-1117,5678571428775;29;-4936
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;caring;1,5166666666666666;-384,9797619047628;8;-2030
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Leadership;0,0;-51,738095238095404;0;-290
Muslims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Fundamentalists;1,2785714285714285;-732,592460317436;8;-4481
only;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not only;12,0;-384,4317460317483;26;-2001
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,25;-8,36190476190477;1;-49
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;11,283333333333331;-348,03452380952615;38;-1905
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,0;-152,87539682539662;0;-762
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;NormalPeople;0,3333333333333333;-47,25357142857149;1;-158
Culprits;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Innocents;0,0;-173,73095238095124;0;-911
threatening;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatened;0,0;0,0;0;0
Terrorism;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Hate;0,0;-48,54285714285717;0;-196
possibly;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;once;0,5;-71,08174603174605;1;-341
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;worst;0,0;-932,459523809518;0;-4865
only;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;22,033333333333328;-271,8499999999986;52;-1210
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;0,0;-122,33611111111149;0;-576
Wealth;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Poverty;0,0;-37,23333333333327;0;-138
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,0;0,0;0;0
Economic Aid;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bombing;2,5833333333333335;-17,76666666666666;5;-62
fearful;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;threatened;3,619047619047619;-952,6400793650593;12;-5372
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;best;0,0;-615,556349206349;0;-3224
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;RichPeople;1,0;-88,75119047619069;1;-447
caring;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;1,5666666666666669;-333,7115079365089;8;-1797
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-10,985714285714291;0;-42
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Leadership;0,25;-425,3349206349244;1;-2326
waste;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;effective;9,899999999999999;-88,27857142857168;29;-385
obsessive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;1,2023809523809523;-206,93095238095182;5;-1135
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not best;9,849999999999996;-540,8468253968279;35;-2409
continuous;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;exceptional;0,0;-10,949999999999998;0;-29
Bombing;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Groundforces;7,183333333333334;-249,3499999999986;20;-1138
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;0,0;0;0
Culprits;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Violence;0,0;0,0;0;0
Hate;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorism;0,0;-82,98571428571456;0;-404
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;1,5095238095238093;-71,14325396825411;5;-373
Solution;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Problem;0,0;0,0;0;0
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;hopefully;0,3333333333333333;-556,8460317460374;1;-2997
Fundamentalists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Muslims;1,3896825396825396;-935,5456349205999;9;-6186
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;only;23,0;-1082,4999999999993;50;-5378
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;obsessive;1,2023809523809523;-401,9996031746063;5;-2115
revenging;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatened;0,2;-255,5595238095176;1;-1235
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,0;-93,56785714285746;0;-495
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;fearful;3,3404761904761893;-617,1214285714283;16;-3321
European;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Americans;0,0;-9,849999999999994;0;-32
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;2,9499999999999997;-241,97896825396563;6;-1263
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Government;0,0;-153,7694444444443;0;-792
AmericanMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Television;1,9047619047619047;-439,63730158730533;10;-2492
Self;;Self;34,0;0,0;34;0
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Television;1,9047619047619047;-684,4960317460303;10;-3871
