Stat Nr;Stat;Specialize0;Attack0;Support0;Generalize0;Specialize1;Attack1;Support1;Generalize1;Specialize2;Attack2;Support2;Generalize2;L = 0;R = 0;L = 1;R = 1;L = 2;R = 2;L = 3;R = 3;L = 4;R = 4;L = 5;R = 5;L = 6;R = 6;L = 7;R = 7;L = 8;R = 8;L = 9;R = 9;L = 10;R = 10;L = 11;R = 11;L = 12;R = 12;L = 13;R = 13;L = 14;R = 14;L = 15;R = 15;L = 16;R = 16;L = 17;R = 17;L = 18;R = 18;L = 19;R = 19;L = 20;R = 20;L = 21;R = 21;L = 22;R = 22;L = 23;R = 23;L = 24;R = 24;L = 25;R = 25;L = 26;R = 26;L = 27;R = 27;L = 28;R = 28;L = 29;R = 29;L = 30;R = 30;L = 31;R = 31;L = 32;R = 32;L = 33;R = 33;L = 34;R = 34;L = 35;R = 35;Tot Gen;Tot Retr
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;0,0;-160,9460317460315;0;-824
least;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;most;0,0;0,0;0;0
Bush;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Politicians;0,3333333333333333;-125,50952380952437;1;-566
threatened;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatening;0,0;-413,6960317460316;0;-2021
Bush;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bin Laden;0,0;-127,28809523809569;0;-677
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;I;4,598809523809525;-341,5452380952399;18;-1710
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can;0,0;-788,7801587301615;0;-3381
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not best;0,0;-694,2313492063439;0;-2976
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Violence;1,5499999999999998;-1335,9321428571636;6;-6554
less;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;more;0,0;0,0;0;0
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Military Actions;11,0;-316,41547619047554;31;-1282
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Diplomacy;7,699999999999999;-270,6773809523806;14;-1082
useless;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;waste;4,716666666666668;-69,31428571428584;15;-310
open;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;attentive;0,0;-110,27142857142904;0;-490
accidental;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;controlling;0,0;-63,88333333333329;0;-304
Hate;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Peace;0,0;-23,099999999999984;0;-94
Poverty;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Wealth;0,0;-13,000000000000004;0;-32
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Politicians;1,85;-722,9511904761882;9;-3962
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Violence;0,7;-621,2595238095206;3;-3275
many;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;isolated;0,7;-127,29087301587364;2;-689
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;3,9761904761904767;-65,94444444444449;13;-337
exceptional;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;continuous;0,0;-63,34880952380965;0;-254
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;1,0;-688,7718253968193;2;-2994
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;must;1,0333333333333332;-408,5880952380933;3;-1446
Violence;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Culprits;0,0;-435,45952380952247;0;-2079
Problem;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Solution;0,0;0,0;0;0
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;possibly;0,0;-225,57896825396585;0;-1212
Television;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;AmericanMedia;1,9047619047619047;-313,02460317459963;10;-1830
not best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;0,0;0,0;0;0
too much;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not enough;0,0;-1,0;0;-1
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not best;0,0;-89,64563492063508;0;-479
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Oligarchy;0,0;-263,6099206349182;0;-1328
normal;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;exceptional;0,0;-10,53333333333333;0;-29
Bombing;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Economic Aid;4,166666666666667;-146,00952380952407;11;-558
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Bush;0,3333333333333333;-362,2531746031773;1;-2025
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must;1,0;-142,52976190476207;1;-742
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;1,6523809523809523;-677,0674603174822;7;-3861
Innocents;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Culprits;0,0;0,0;0;0
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,6761904761904761;-611,2753968253887;4;-3119
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;BlackPeople;0,0;-310,9075396825395;0;-1717
Leadership;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Oligarchy;0,0;-27,580952380952372;0;-107
fearful;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;3,34047619047619;-1224,700793650786;16;-6999
can not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;1,069047619047619;-142,769841269842;6;-789
Government;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Leadership;0,0;-33,97142857142856;0;-147
BlackPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;RichPeople;0,0;-55,617857142857225;0;-256
I;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;4,4976190476190485;-1248,2928571428522;16;-6925
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can not;0,5;-587,756746031747;2;-2570
worst;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not worst;0,0;-245,83809523809234;0;-1272
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;European;0,0;-335,4182539682558;0;-1740
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;0,0;-87,97976190476211;0;-472
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Muslims;0,8857142857142857;-974,3948412698225;5;-5570
AmericanSociety;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Society;0,0;-7,416666666666665;0;-17
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;never;3,6333333333333337;-899,8599206349185;13;-4272
Violence;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;War;1,2;-492,45833333334036;4;-2573
same;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not same;0,0;-47,7833333333333;0;-225
Distruction;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Casualties;0,0;-27,583333333333336;0;-110
most;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;least;0,0;0,0;0;0
waste;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;useless;4,6833333333333345;-570,164285714287;15;-2762
CurrentWorld;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;World;2,0;-73,6476190476193;4;-286
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;secure;0,0;-393,1563492063516;0;-2050
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;2,1;-374,9507936507906;10;-2041
frustrated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;threatened;1,4785714285714284;-418,32301587301816;9;-2421
ForeignMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;AmericanMedia;0,0;-18,483333333333306;0;-81
Casualties;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Distruction;0,0;-89,58095238095264;0;-395
World;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;CurrentWorld;2,0;-100,57619047619085;4;-412
Victims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Terrorists;2,65952380952381;-450,6876984127083;11;-2599
not best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;1,3166666666666667;-17,27619047619047;6;-84
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Americans;0,0;-114,53333333333364;0;-500
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Victims;2,2666666666666666;-442,78809523809923;8;-2260
isolated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;many;0,7;-75,32063492063477;2;-392
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,8333333333333333;-130,04642857142892;2;-616
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Economic Aid;1,25;-133,4297619047622;4;-612
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;hopefully;0,0;-185,34523809523682;0;-950
limited;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;isolated;0,3666666666666667;-50,498809523809534;2;-231
not same;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;same;0,0;0,0;0;0
isolated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;limited;0,3666666666666667;-111,9980158730165;2;-642
worst;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;best;0,0;0,0;0;0
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,5;-58,773809523809625;1;-274
Friends;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Enemies;0,0;0,0;0;0
Leadership;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-110,761904761905;0;-475
Fundamentalists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorists;1,2523809523809524;-610,5940476190536;7;-3561
possibly;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;hopefully;0,0;-53,546428571428635;0;-234
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;3,5833333333333335;-127,20476190476258;11;-608
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can;0,0;-48,15476190476191;0;-196
effective;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;waste;9,783333333333333;-1209,4071428571608;29;-5462
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;caring;1,5166666666666666;-391,3722222222256;8;-2099
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Leadership;0,0;-28,478571428571396;0;-150
Muslims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Fundamentalists;0,8857142857142857;-732,1293650793515;5;-4371
only;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not only;12,333333333333332;-384,28015873016057;28;-1941
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,25;-22,766269841269814;1;-122
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;22,057142857142853;-578,5726190476189;56;-2985
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,0;-59,26071428571445;0;-309
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;NormalPeople;0,3333333333333333;-67,46190476190486;1;-235
Culprits;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Innocents;0,0;-138,3476190476193;0;-696
threatening;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatened;0,0;0,0;0;0
Terrorism;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Hate;0,0;-36,600000000000016;0;-128
possibly;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;once;0,0;-43,361904761904775;0;-172
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;worst;0,0;-817,2396825396827;0;-4045
only;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;22,13333333333333;-311,0357142857146;50;-1465
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;1,1666666666666667;-132,6142857142858;2;-657
Wealth;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Poverty;0,0;-35,63333333333328;0;-128
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,0;0,0;0;0
Economic Aid;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bombing;2,5833333333333335;-17,59999999999999;5;-62
fearful;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;threatened;3,7023809523809526;-884,8956349206234;12;-4940
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;best;0,0;-789,407936507931;0;-3921
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;RichPeople;1,0;-39,04880952380956;1;-195
caring;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;1,516666666666667;-321,5710317460308;8;-1741
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-31,053571428571423;0;-121
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Leadership;0,25;-428,69404761905065;1;-2256
waste;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;effective;9,433333333333332;-79,45238095238113;29;-324
obsessive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;1,2023809523809523;-172,5976190476197;5;-910
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not best;1,3166666666666667;-377,41507936508117;6;-1613
continuous;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;exceptional;0,0;-10,78333333333333;0;-29
Bombing;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Groundforces;7,283333333333333;-230,9511904761898;19;-991
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-28,26071428571429;0;-104
Culprits;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Violence;0,0;0,0;0;0
Hate;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorism;0,0;-99,63809523809564;0;-491
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;6,033333333333333;-118,47460317460337;21;-561
Solution;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Problem;0,0;0,0;0;0
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;hopefully;0,8333333333333333;-710,1849206349152;2;-3606
Fundamentalists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Muslims;1,2785714285714285;-747,5126984126751;8;-4705
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;only;23,46666666666666;-1090,771428571436;52;-5189
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;obsessive;1,2023809523809523;-411,43888888889387;5;-2209
revenging;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatened;0,6000000000000001;-322,67976190476435;3;-1638
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,0;-77,24761904761921;0;-394
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;fearful;3,673809523809523;-585,758333333335;18;-3137
European;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Americans;0,0;-10,21666666666666;0;-34
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;2,8666666666666667;-270,6825396825368;5;-1311
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Government;0,0;-153,99523809523797;0;-802
AmericanMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Television;1,9047619047619047;-386,6547619047653;10;-2089
Self;;Self;34,0;0,0;34;0
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Television;1,9047619047619047;-643,9559523809551;10;-3483
