Stat Nr;Stat;Support0;Specialize0;Generalize0;Attack0;Support1;Specialize1;Generalize1;Attack1;L = 0;R = 0;L = 1;R = 1;L = 2;R = 2;L = 3;R = 3;L = 4;R = 4;L = 5;R = 5;L = 6;R = 6;L = 7;R = 7;L = 8;R = 8;L = 9;R = 9;L = 10;R = 10;L = 11;R = 11;L = 12;R = 12;L = 13;R = 13;L = 14;R = 14;L = 15;R = 15;L = 16;R = 16;L = 17;R = 17;L = 18;R = 18;L = 19;R = 19;L = 20;R = 20;L = 21;R = 21;L = 22;R = 22;L = 23;R = 23;Tot Gen;Tot Retr
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;1,1666666666666665;-29,26666666666664;3;-104
Solution;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Problem;0,0;0,0;0;0
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;hopefully;0,3333333333333333;-207,34999999999954;1;-827
Fundamentalists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Muslims;0,0;-99,3833333333335;0;-389
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;only;18,83333333333333;-389,26666666666483;34;-1376
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;obsessive;0,75;-152,5999999999996;2;-599
revenging;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatened;0,0;-84,41666666666683;0;-310
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,0;-38,716666666666676;0;-156
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;fearful;1,75;-163,29999999999998;6;-630
European;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Americans;0,0;-4,833333333333333;0;-11
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;2,533333333333333;-83,15000000000006;4;-295
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Government;0,0;-45,000000000000036;0;-153
AmericanMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Television;0,75;-87,60000000000002;3;-292
Self;;Self;34,0;0,0;34;0
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Television;0,75;-205,76666666666577;3;-822
