Stat Nr;Stat;Support0;Specialize0;Generalize0;Attack0;Support1;Specialize1;Generalize1;Attack1;Support2;Specialize2;Generalize2;Attack2;Support3;Specialize3;Generalize3;Attack3;L = 0;R = 0;L = 1;R = 1;L = 2;R = 2;L = 3;R = 3;L = 4;R = 4;L = 5;R = 5;L = 6;R = 6;L = 7;R = 7;L = 8;R = 8;L = 9;R = 9;L = 10;R = 10;L = 11;R = 11;L = 12;R = 12;L = 13;R = 13;L = 14;R = 14;L = 15;R = 15;L = 16;R = 16;L = 17;R = 17;L = 18;R = 18;L = 19;R = 19;L = 20;R = 20;L = 21;R = 21;L = 22;R = 22;L = 23;R = 23;L = 24;R = 24;L = 25;R = 25;L = 26;R = 26;L = 27;R = 27;L = 28;R = 28;L = 29;R = 29;L = 30;R = 30;L = 31;R = 31;L = 32;R = 32;L = 33;R = 33;L = 34;R = 34;L = 35;R = 35;L = 36;R = 36;L = 37;R = 37;L = 38;R = 38;L = 39;R = 39;L = 40;R = 40;L = 41;R = 41;L = 42;R = 42;L = 43;R = 43;L = 44;R = 44;L = 45;R = 45;L = 46;R = 46;L = 47;R = 47;Tot Gen;Tot Retr
108;Bush not honest;6;0;0;19;19;0;5;61;29;38;0;76;5;16;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;0
109;War not only effective;2;1;1;12;10;0;0;35;44;0;5;147;88;0;24;295;3;0;4;0;1;0;4;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;664;17
110;Atmosphere _ fearful;7;0;0;18;54;0;0;75;44;0;0;33;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238;0
111;DailyLife _ changed;5;0;0;6;1;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0
112;World _ threatened;8;8;0;56;62;0;0;102;120;0;0;90;16;0;0;14;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;476;3
113;NormalPeople can not controlling;4;0;3;43;106;130;0;471;569;120;0;725;841;0;0;771;0;0;0;0;0;0;3;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3783;8
114;Victims _ frustrated;8;0;0;27;86;7;7;214;375;54;54;682;653;474;10;1588;0;0;2;0;0;0;0;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4239;8
115;Distruction more easy;2;0;0;2;2;0;0;2;6;2;2;8;4;2;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0
116;Terrorists not rational;8;1;1;42;65;13;13;103;42;64;0;150;53;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;608;0
117;Threat _ continuous;5;0;0;11;2;0;0;15;3;0;0;10;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0
118;Attack _ telegenic;5;0;0;6;1;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0
119;RichPeople _ exploiting;6;0;5;26;20;37;0;73;51;16;0;53;23;0;0;28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338;1

From;Rel;To;Pos Score;Neg Score;Hit Score;Miss Score
can not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;1,0;-328,33787878787547;4;-1864
Violence;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorists;1,3916666666666668;-1467,4696248196256;7;-9046
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;must not;2,1107142857142858;-575,154581529583;9;-2718
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must;2,9166666666666665;-447,1779942279976;5;-2452
Television;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;2,654761904761904;-686,5965367965221;15;-4659
not enough;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;too much;0,0;0,0;0;0
Leadership;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Government;0,0;-197,22658730158565;0;-1183
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;once;0,125;-1196,5532828282574;1;-7268
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Fundamentalists;2,676984126984127;-1524,7664502163586;18;-11044
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;always;4,733333333333335;-1245,940909090908;19;-5867
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;4,852380952380955;-234,3520562770547;21;-1427
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Americans;2,327380952380952;-746,8704184704055;10;-4589
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;open;0,0;-636,6740981240968;0;-3845
not worst;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;worst;0,0;0,0;0;0
Peace;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Hate;0,0;-472,2761904761912;0;-2620
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;24,074999999999992;-1392,153607503587;72;-8385
threatened;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;revenging;0,8916666666666666;-707,4756854256759;5;-4478
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;can;0,14285714285714285;-322,28156565656434;1;-2105
controlling;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;2,8908730158730154;-997,5257936507767;15;-6455
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;best;2,0166666666666666;-1821,9431457431392;8;-9472
Economic Aid;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;War;4,8500000000000005;-114,87619047619116;12;-600
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;2,9956349206349207;-1660,8687950937604;9;-10194
Diplomacy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;War;7,8166666666666655;-128,29603174603255;15;-650
Diplomacy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Military Actions;1,0;-41,03968253968267;2;-240
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,0;-124,76774891774919;0;-765
once;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;possibly;0,625;-297,43174603174464;2;-1886
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;can not;0,6706349206349206;-232,73625541125412;4;-1294
threatened;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;frustrated;2,521428571428571;-839,7001443001415;16;-4959
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;2,0166666666666666;-155,92709235209216;8;-879
Groundforces;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bombing;6,933333333333334;-145,99206349206298;19;-746
Government;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Politicians;0,25;-69,90912698412713;1;-312
threatened;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attacked;2,4583333333333335;-664,022546897538;7;-4074
Society;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;AmericanSociety;0,0;-78,60476190476221;0;-401
more;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;less;0,0;-9,849999999999996;0;-38
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;RichPeople;0,0;-88,40833333333333;0;-375
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;can not;0,7261904761904762;-281,948124098122;4;-1646
Peace;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;War;0,0;-170,79523809523673;0;-834
Muslims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;2,31031746031746;-1389,6133116882445;16;-10173
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Bombing;23,55238095238095;-720,1142857142833;67;-3802
not best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;best;0,0;-370,9034632034653;0;-2407
Victims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Casualties;1,1027777777777779;-441,6619047619071;6;-2726
Enemies;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorists;0,0;-89,74444444444407;0;-483
frustrated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;desperate;2,5857142857142854;-412,2931096681096;12;-2587
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,25;-251,81251803751596;1;-1540
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;1,1666666666666665;-120,23928571428591;3;-546
Bombing;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;War;23,849999999999987;-709,2365440115346;64;-3831
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Oligarchy;1,0;-188,17536075036085;1;-1187
exceptional;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;normal;0,0;-76,78333333333336;0;-356
Bin Laden;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bush;0,0;-46,32658730158738;0;-234
Enemies;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Friends;0,0;-309,3599206349194;0;-1942
secure;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;attentive;0,4583333333333333;-192,89642857142687;3;-787
controlling;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;accidental;0,1111111111111111;-506,91406926407535;1;-3220
attacked;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;threatened;2,4583333333333335;-300,0107142857155;7;-1461
desperate;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;frustrated;2,5857142857142854;-904,3600288599923;12;-6246
Casualties;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Victims;1,3805555555555558;-534,6172077922116;8;-3684
AmericanMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;ForeignMedia;0,0;-334,73080808080846;0;-2128
threatened;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;fearful;5,30357142857143;-1658,1418831168603;24;-10767
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Enemies;0,0;-689,2793650793595;0;-4033
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;3,5904761904761897;-979,4026695526424;20;-6713
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;RichPeople;0,0;-1034,7906926406613;0;-6410
Military Actions;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;War;11,65;-314,0795815295835;30;-1769
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;NormalPeople;3,5682539682539676;-2408,0758658009754;21;-15750
once;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,125;-129,51071428571487;1;-736
can not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;can;0,0;-256,60490620490333;0;-1446
Military Actions;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Diplomacy;2,2333333333333334;-88,30595238095269;8;-420
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Peace;0,0;-885,4993867243787;0;-4728
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;controlling;2,890873015873016;-885,4312770562402;15;-5502
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,0;-56,55198412698418;0;-330
not only;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;only;12,877380952380951;-242,55674603174353;35;-1359
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;0,0;-131,80833333333362;0;-664
least;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;most;0,0;0,0;0;0
Bush;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Politicians;0,25;-155,57857142857054;1;-746
threatened;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatening;0,0;-762,0547979797892;0;-4775
Bush;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bin Laden;0,0;-281,3284271284268;0;-1894
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;I;4,598809523809525;-444,4246031746027;22;-2545
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can;0,16666666666666666;-1443,4531746031855;1;-6957
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not best;0,0;-755,8251443001385;0;-4077
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Violence;1,6749999999999998;-2036,2938311688793;8;-11729
less;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;more;0,0;0,0;0;0
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Military Actions;12,616666666666665;-427,81349206349233;36;-1957
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Diplomacy;6,083333333333333;-359,5045454545437;9;-1954
useless;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;waste;4,783333333333336;-110,30198412698427;17;-604
open;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;attentive;0,0;-138,6904761904766;0;-700
accidental;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;controlling;0,2222222222222222;-207,68012265512195;2;-1490
Hate;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Peace;0,0;-60,600793650793726;0;-348
Poverty;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Wealth;0,0;-13,900000000000002;0;-34
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Politicians;2,1;-1124,5724025973834;10;-7138
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Violence;1,6833333333333333;-1391,7213203462697;9;-9148
many;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;isolated;0,7;-182,544047619048;2;-1125
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;3,936111111111112;-111,33304473304504;16;-695
exceptional;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;continuous;0,0;-77,09444444444443;0;-356
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;1,5;-649,8876984127006;3;-3550
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;must;1,0333333333333332;-744,7928932178944;3;-3222
Violence;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Culprits;0,0;-647,1051587301545;0;-3531
Problem;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Solution;0,0;0,0;0;0
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;possibly;0,5;-439,6212121212161;1;-2797
Television;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;AmericanMedia;2,6547619047619047;-550,2487012987002;15;-3694
not best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;0,0;0,0;0;0
too much;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not enough;0,0;-1,0;0;-1
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not best;0,0;-175,29130591630542;0;-948
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Oligarchy;0,0;-338,5708874458872;0;-1940
normal;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;exceptional;0,0;-11,566666666666663;0;-33
Bombing;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Economic Aid;1,9166666666666667;-130,36468253968278;7;-628
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Bush;0,3333333333333333;-629,5431457431442;1;-4092
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must;0,125;-184,79974747474648;1;-1072
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;2,0273809523809523;-690,2620490620563;10;-4278
Innocents;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Culprits;0,0;0,0;0;0
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,47619047619047616;-417,47500000000565;3;-2459
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;BlackPeople;0,0;-445,28755411255844;0;-2811
Leadership;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Oligarchy;0,0;-70,71626984126998;0;-306
fearful;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;4,525000000000001;-2012,7751443001346;24;-12867
can not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,7857142857142856;-218,2327200577199;5;-1366
Government;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Leadership;0,0;-44,504365079365066;0;-205
BlackPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;RichPeople;0,0;-59,70436507936518;0;-278
I;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;5,098809523809525;-1546,600577200641;22;-9328
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can not;0,5;-751,5180735930653;2;-3753
worst;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not worst;0,0;-635,8181818181806;0;-4210
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;European;0,0;-472,66176046176525;0;-2824
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;0,0;-161,32514430014402;0;-888
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Muslims;2,324206349206349;-1535,7834415583654;16;-10164
AmericanSociety;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Society;0,0;-6,949999999999998;0;-17
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;never;6,333333333333333;-1547,7774531024893;20;-8445
Violence;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;War;1,9666666666666668;-1102,09036796534;10;-7407
same;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not same;0,0;-57,40714285714299;0;-273
Distruction;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Casualties;0,125;-60,01825396825429;1;-335
most;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;least;0,0;0,0;0;0
waste;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;useless;4,769047619047621;-812,0845598845551;17;-4546
CurrentWorld;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;World;2,0;-102,78333333333367;4;-498
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;secure;0,4583333333333333;-629,493109668109;3;-3839
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;2,066666666666667;-562,1729076479129;10;-3352
frustrated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;threatened;2,5214285714285714;-1156,4857503606695;16;-8261
ForeignMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;AmericanMedia;0,0;-30,928571428571438;0;-159
Casualties;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Distruction;0,125;-190,27976190476093;1;-1087
World;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;CurrentWorld;2,0;-110,6190476190479;4;-474
Victims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Terrorists;3,3162698412698415;-1010,2236291485984;16;-7166
not best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;10,966666666666663;-57,35753968253979;40;-311
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Americans;0,25;-200,36230158730066;1;-910
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Victims;3,0384920634920634;-876,251479076459;14;-5557
isolated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;many;0,7;-142,67734487734546;2;-943
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,1111111111111111;-185,3821789321776;1;-1290
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Economic Aid;4,166666666666667;-286,16684704184667;10;-1546
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;hopefully;0,0;-481,4595238095263;0;-2535
limited;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;isolated;0,3666666666666667;-128,5878787878784;2;-869
not same;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;same;0,0;0,0;0;0
isolated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;limited;0,3666666666666667;-174,47308802308856;2;-1115
worst;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;best;0,0;0,0;0;0
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;1,4583333333333333;-255,0845959595935;4;-1355
Friends;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Enemies;0,0;0,0;0;0
Leadership;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-58,48690476190488;0;-238
Fundamentalists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorists;2,690873015873015;-1188,7405483405205;18;-8142
possibly;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;hopefully;0,5;-49,30119047619051;1;-194
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;4,75;-230,4805916305891;12;-1415
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can;0,3611111111111111;-147,0137806637811;2;-820
effective;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;waste;9,869047619047619;-1700,9591630591985;33;-8895
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;caring;1,5166666666666666;-561,2985930735944;8;-3336
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Leadership;0,0;-53,388888888889014;0;-305
Muslims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Fundamentalists;2,324206349206349;-1268,7163780663082;16;-8777
only;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not only;13,524999999999995;-715,6185064934978;35;-4399
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,16666666666666666;-12,821825396825393;1;-75
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;13,176190476190476;-424,24613997114307;46;-2514
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,0;-204,01634199134077;0;-1201
