Stat Nr;Stat;Support0;Attack0;Specialize0;Generalize0;Support1;Attack1;Specialize1;Generalize1;L = 0;R = 0;L = 1;R = 1;L = 2;R = 2;L = 3;R = 3;L = 4;R = 4;L = 5;R = 5;L = 6;R = 6;L = 7;R = 7;L = 8;R = 8;L = 9;R = 9;L = 10;R = 10;L = 11;R = 11;L = 12;R = 12;L = 13;R = 13;L = 14;R = 14;L = 15;R = 15;L = 16;R = 16;L = 17;R = 17;L = 18;R = 18;L = 19;R = 19;L = 20;R = 20;L = 21;R = 21;L = 22;R = 22;L = 23;R = 23;Tot Gen;Tot Retr
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;7,199999999999998;-39,383333333333304;20;-143
Solution;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Problem;0,0;0,0;0;0
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;hopefully;0,3333333333333333;-194,54999999999941;1;-755
Fundamentalists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Muslims;0,0;-99,7666666666668;0;-389
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;only;18,333333333333332;-373,23333333333227;34;-1278
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;obsessive;0,5;-141,1000000000002;1;-534
revenging;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatened;0,0;-85,33333333333354;0;-310
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,0;-29,13333333333332;0;-110
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;fearful;2,15;-158,23333333333352;8;-606
European;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Americans;0,0;-6,249999999999999;0;-16
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;5,833333333333333;-77,60000000000015;12;-275
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Government;0,0;-37,33333333333333;0;-114
AmericanMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Television;0,75;-119,35000000000065;3;-468
Self;;Self;34,0;0,0;34;0
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Television;0,25;-123,5499999999998;1;-409
