Stat Nr;Stat;Attack0;Specialize0;Support0;Generalize0;Attack1;Specialize1;Support1;Generalize1;Attack2;Specialize2;Support2;Generalize2;Attack3;Specialize3;Support3;Generalize3;L = 0;R = 0;L = 1;R = 1;L = 2;R = 2;L = 3;R = 3;L = 4;R = 4;L = 5;R = 5;L = 6;R = 6;L = 7;R = 7;L = 8;R = 8;L = 9;R = 9;L = 10;R = 10;L = 11;R = 11;L = 12;R = 12;L = 13;R = 13;L = 14;R = 14;L = 15;R = 15;L = 16;R = 16;L = 17;R = 17;L = 18;R = 18;L = 19;R = 19;L = 20;R = 20;L = 21;R = 21;L = 22;R = 22;L = 23;R = 23;L = 24;R = 24;L = 25;R = 25;L = 26;R = 26;L = 27;R = 27;L = 28;R = 28;L = 29;R = 29;L = 30;R = 30;L = 31;R = 31;L = 32;R = 32;L = 33;R = 33;L = 34;R = 34;L = 35;R = 35;L = 36;R = 36;L = 37;R = 37;L = 38;R = 38;L = 39;R = 39;L = 40;R = 40;L = 41;R = 41;L = 42;R = 42;L = 43;R = 43;L = 44;R = 44;L = 45;R = 45;L = 46;R = 46;L = 47;R = 47;Tot Gen;Tot Retr
Culprits;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Innocents;0,0;-271,6337301587278;0;-1603
threatening;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatened;0,0;0,0;0;0
Terrorism;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Hate;0,0;-69,14047619047636;0;-316
possibly;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;once;0,125;-93,87817460317497;1;-505
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;worst;0,0;-1485,3081168830975;0;-9048
only;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;23,29523809523809;-553,1441197691141;59;-3102
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;1,1666666666666667;-152,56529581529566;2;-829
Wealth;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Poverty;0,0;-50,55595238095245;0;-224
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,0;0,0;0;0
Economic Aid;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bombing;2,5833333333333335;-22,535714285714274;5;-87
fearful;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;threatened;5,321428571428571;-1592,7752886002163;24;-10411
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;best;0,0;-1281,2654401154293;0;-7618
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;RichPeople;1,0;-38,67182539682545;1;-198
caring;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;1,516666666666667;-560,6783910534067;8;-3621
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-47,7924603174604;0;-204
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Leadership;0,0;-554,7774170274214;0;-3228
waste;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;effective;10,099999999999996;-119,605158730159;33;-603
obsessive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;1,6369047619047616;-349,01904761903927;8;-2239
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not best;3,4833333333333334;-460,97961760462067;14;-2266
continuous;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;exceptional;0,0;-11,683333333333328;0;-33
Bombing;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Groundforces;7,233333333333333;-300,4734126984113;19;-1452
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-52,52063492063505;0;-221
Culprits;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Violence;0,0;0,0;0;0
Hate;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorism;0,0;-183,571825396824;0;-1049
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;3,766666666666667;-143,27900432900455;13;-751
Solution;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Problem;0,0;0,0;0;0
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;hopefully;0,9444444444444444;-1098,994336219306;3;-6698
Fundamentalists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Muslims;2,43531746031746;-1345,1978354977537;17;-9835
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;only;24,776190476190475;-1749,0307720057704;59;-9956
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;obsessive;1,6369047619047619;-592,0007575757616;8;-3645
revenging;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatened;0,8916666666666667;-556,9693001443133;5;-3399
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;1,7833333333333332;-163,09242424242382;6;-1016
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;fearful;4,542857142857144;-1221,1623376622913;24;-7975
European;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Americans;0,0;-11,74642857142856;0;-44
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;2,676190476190476;-365,88888888889244;5;-1954
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Government;0,25;-228,4694444444427;1;-1370
AmericanMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Television;2,6309523809523805;-746,8640331889962;15;-4788
Self;;Self;34,0;0,0;34;0
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Television;2,630952380952381;-933,9742424242307;15;-5674
