Stat Nr;Stat;Support0;Specialize0;Attack0;Generalize0;Support1;Specialize1;Attack1;Generalize1;Support2;Specialize2;Attack2;Generalize2;Support3;Specialize3;Attack3;Generalize3;L = 0;R = 0;L = 1;R = 1;L = 2;R = 2;L = 3;R = 3;L = 4;R = 4;L = 5;R = 5;L = 6;R = 6;L = 7;R = 7;L = 8;R = 8;L = 9;R = 9;L = 10;R = 10;L = 11;R = 11;L = 12;R = 12;L = 13;R = 13;L = 14;R = 14;L = 15;R = 15;L = 16;R = 16;L = 17;R = 17;L = 18;R = 18;L = 19;R = 19;L = 20;R = 20;L = 21;R = 21;L = 22;R = 22;L = 23;R = 23;L = 24;R = 24;L = 25;R = 25;L = 26;R = 26;L = 27;R = 27;L = 28;R = 28;L = 29;R = 29;L = 30;R = 30;L = 31;R = 31;L = 32;R = 32;L = 33;R = 33;L = 34;R = 34;L = 35;R = 35;L = 36;R = 36;L = 37;R = 37;L = 38;R = 38;L = 39;R = 39;L = 40;R = 40;L = 41;R = 41;L = 42;R = 42;L = 43;R = 43;L = 44;R = 44;L = 45;R = 45;L = 46;R = 46;L = 47;R = 47;Tot Gen;Tot Retr
108;Bush not honest;6;0;19;1;23;19;92;0;30;14;67;0;19;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;332;0
109;War not only effective;2;1;10;3;10;0;35;0;44;0;142;10;88;0;283;36;3;0;4;0;2;0;3;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;664;17
110;Atmosphere _ fearful;7;0;18;0;54;0;75;0;44;0;33;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238;0
111;DailyLife _ changed;5;0;6;0;1;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0
112;World _ threatened;8;8;56;0;62;0;102;0;120;0;90;0;16;0;14;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;476;3
113;NormalPeople can not controlling;4;0;31;15;106;130;471;0;569;120;725;0;841;0;771;0;0;0;0;0;0;0;3;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3783;8
114;Victims _ frustrated;8;0;27;0;86;7;198;23;375;54;645;91;653;474;1598;0;0;0;2;0;0;0;0;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4239;8
115;Distruction more easy;2;0;2;0;2;0;2;0;6;2;8;2;4;2;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0
116;Terrorists not rational;8;1;37;6;65;13;101;15;42;64;150;0;53;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;608;0
117;Threat _ continuous;5;0;11;0;2;0;15;0;3;0;10;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0
118;Attack _ telegenic;5;0;6;0;1;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0
119;RichPeople _ exploiting;6;0;20;11;20;37;73;0;51;16;53;0;23;0;28;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338;1

From;Rel;To;Pos Score;Neg Score;Hit Score;Miss Score
can not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;1,0;-328,33787878787547;4;-1864
Violence;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorists;1,5583333333333336;-1560,004978354981;8;-9786
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;must not;2,7083333333333335;-575,5256132756153;12;-2783
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must;2,75;-442,39415584415946;4;-2382
Television;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;2,654761904761904;-728,6779220779007;15;-5163
not enough;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;too much;0,0;0,0;0;0
Leadership;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Government;0,25;-187,37691197691055;1;-1112
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;once;0,125;-1212,733658008629;1;-7442
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Fundamentalists;2,676984126984127;-1568,2498917748092;18;-11400
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;always;8,666666666666664;-1289,0263708513746;28;-6143
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;8,585714285714284;-265,56378066377886;29;-1632
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Americans;2,527380952380952;-804,1537518037378;11;-4951
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;open;0,0;-643,5359307359295;0;-3933
not worst;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;worst;0,0;0,0;0;0
Peace;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Hate;0,0;-469,8821428571433;0;-2620
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;15,191666666666663;-1394,7999999999677;57;-8403
threatened;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;revenging;0,8916666666666666;-709,2495670995562;5;-4496
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;can;0,14285714285714285;-316,5458152958132;1;-2044
controlling;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;2,8908730158730154;-1009,8102092351909;15;-6626
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;best;2,7666666666666666;-1818,3430375180258;13;-9543
Economic Aid;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;War;5,15;-136,7044011544018;12;-748
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;2,412301587301587;-1678,3373376623022;7;-10440
Diplomacy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;War;7,699999999999999;-146,5667027417035;15;-807
Diplomacy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Military Actions;1,0;-42,68174603174621;2;-251
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,0;-111,1065295815298;0;-677
once;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;possibly;0,625;-305,49473304473116;2;-1954
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;can not;0,503968253968254;-235,07525252525073;3;-1336
threatened;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;frustrated;2,521428571428571;-839,7858585858557;16;-4959
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;2,7666666666666666;-129,00595238095272;13;-735
Groundforces;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bombing;7,2666666666666675;-174,82817460317338;20;-973
Government;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Politicians;0,25;-74,7392857142858;1;-356
threatened;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attacked;2,4583333333333335;-663,9495310245221;7;-4074
Society;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;AmericanSociety;0,0;-78,60476190476221;0;-401
more;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;less;0,0;-10,109523809523806;0;-40
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;RichPeople;0,0;-49,75714285714294;0;-170
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;can not;0,7261904761904762;-279,88820346320136;4;-1635
Peace;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;War;0,0;-199,28293650793572;0;-1041
Muslims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;2,31031746031746;-1411,4479797979056;16;-10303
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Bombing;22,969047619047615;-721,837698412696;68;-3824
not best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;best;0,0;-342,6522727272736;0;-2260
Victims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Casualties;1,2694444444444446;-463,9559523809569;7;-2901
Enemies;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorists;0,0;-89,57777777777741;0;-483
frustrated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;desperate;2,5857142857142854;-412,21652236652216;12;-2587
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,45;-241,6582251082232;2;-1466
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;1,1666666666666665;-123,48333333333355;3;-562
Bombing;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;War;22,849999999999977;-728,0234126983956;65;-4044
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Oligarchy;1,0;-202,4170995670986;1;-1328
exceptional;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;normal;0,0;-76,22142857142863;0;-356
Bin Laden;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bush;0,0;-48,0706349206351;0;-253
Enemies;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Friends;0,0;-320,0099206349208;0;-2036
secure;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;attentive;0,4583333333333333;-192,89642857142687;3;-787
controlling;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;accidental;0,1111111111111111;-513,8594877344929;1;-3295
attacked;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;threatened;2,4583333333333335;-300,0107142857155;7;-1461
desperate;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;frustrated;2,5857142857142854;-904,7513708513345;12;-6246
Casualties;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Victims;1,3805555555555558;-534,9056998557038;8;-3684
AmericanMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;ForeignMedia;0,0;-335,0319985569987;0;-2128
threatened;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;fearful;5,30357142857143;-1657,8791847041618;24;-10767
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Enemies;0,0;-716,3396825396746;0;-4240
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;3,8404761904761897;-1245,354906204887;21;-8668
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;RichPeople;0,0;-1111,4994949494546;0;-6892
Military Actions;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;War;11,6;-315,1355339105361;30;-1777
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;NormalPeople;3,5682539682539676;-2422,9393578644585;21;-15796
once;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,125;-100,67896825396878;1;-541
can not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;can;0,0;-260,86013708513457;0;-1510
Military Actions;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Diplomacy;3,1666666666666665;-77,60793650793678;7;-373
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Peace;0,0;-882,8263708513628;0;-4728
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;controlling;2,890873015873016;-894,6282467532125;15;-5605
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,0;-59,11031746031754;0;-348
not only;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;only;13,044047619047618;-242,7908730158707;35;-1359
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;0,0;-127,40119047619051;0;-667
least;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;most;0,0;0,0;0;0
Bush;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Politicians;0,25;-163,1829365079354;1;-831
threatened;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatening;0,0;-762,9627344877246;0;-4793
Bush;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bin Laden;0,0;-281,7534271284267;0;-1894
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;I;4,598809523809525;-444,7230158730155;22;-2545
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can;0,25;-1478,9373376623453;1;-7249
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not best;0,0;-745,7541486291416;0;-4028
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Violence;1,8416666666666666;-2126,715295815343;9;-12471
less;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;more;0,0;0,0;0;0
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Military Actions;13,416666666666666;-417,0920634920633;35;-1908
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Diplomacy;3,5;-374,1438311688296;10;-2008
useless;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;waste;4,783333333333336;-110,85793650793673;17;-604
open;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;attentive;0,0;-138,6904761904766;0;-700
accidental;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;controlling;0,2222222222222222;-206,1789321789312;2;-1490
Hate;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Peace;0,0;-79,30873015873001;0;-482
Poverty;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Wealth;0,0;-13,900000000000002;0;-34
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Politicians;1,85;-1133,9780303030095;9;-7204
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Violence;1,6833333333333333;-1392,999494949444;9;-9148
many;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;isolated;0,7;-180,22261904761925;2;-1125
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;8,102777777777778;-123,37781385281431;26;-776
exceptional;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;continuous;0,0;-76,88452380952381;0;-356
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;1,6666666666666667;-650,7501082251085;4;-3585
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;must;1,9999999999999998;-747,3362914862915;5;-3278
Violence;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Culprits;0,0;-647,3341269841228;0;-3533
Problem;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Solution;0,0;0,0;0;0
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;possibly;0,5;-437,40829725830105;1;-2795
Television;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;AmericanMedia;2,6547619047619047;-550,9106060606044;15;-3694
not best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;0,0;0,0;0;0
too much;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not enough;0,0;-1,0;0;-1
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not best;0,0;-184,1044733044727;0;-1023
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Oligarchy;0,0;-317,47207792207615;0;-1832
normal;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;exceptional;0,0;-11,566666666666663;0;-33
Bombing;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Economic Aid;2,75;-142,75119047619037;8;-664
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Bush;0,3333333333333333;-630,3987012986994;1;-4092
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must;0,29166666666666663;-199,19509379509233;2;-1223
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;2,0273809523809523;-681,1564935065012;10;-4218
Innocents;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Culprits;0,0;0,0;0;0
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,47619047619047616;-413,250360750365;3;-2432
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;BlackPeople;0,0;-442,4292207792252;0;-2811
Leadership;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Oligarchy;0,0;-55,5150793650795;0;-240
fearful;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;4,525000000000001;-2012,6822871572774;24;-12867
can not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,7857142857142856;-215,5120851370851;5;-1352
Government;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Leadership;0,0;-38,39484126984129;0;-173
BlackPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;RichPeople;0,0;-63,428571428571566;0;-311
I;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;5,265476190476192;-1556,339466089527;22;-9328
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can not;0,6666666666666666;-761,695562770551;3;-3881
worst;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not worst;0,0;-643,1985930735909;0;-4267
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;European;0,0;-469,3986652236702;0;-2824
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;0,0;-166,08701298701246;0;-912
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Muslims;2,324206349206349;-1652,3289321788693;16;-11170
AmericanSociety;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Society;0,0;-7,416666666666665;0;-17
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;never;10,75;-1574,4724386724722;31;-8623
Violence;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;War;1,9666666666666668;-1102,678066378039;10;-7407
same;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not same;0,0;-57,14880952380965;0;-273
Distruction;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Casualties;0,125;-59,96150793650826;1;-335
most;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;least;0,0;0,0;0;0
waste;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;useless;4,7857142857142865;-835,9814213564127;17;-4719
CurrentWorld;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;World;2,0;-102,99047619047653;4;-498
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;secure;0,4583333333333333;-637,0819264069257;3;-3927
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;2,066666666666667;-604,06637806638;10;-3807
frustrated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;threatened;2,5214285714285714;-1157,270743145664;16;-8261
ForeignMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;AmericanMedia;0,0;-32,67023809523811;0;-178
Casualties;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Distruction;0,125;-201,2182539682527;1;-1171
World;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;CurrentWorld;2,0;-110,6190476190479;4;-474
Victims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Terrorists;3,3162698412698415;-1012,5458513708219;16;-7166
not best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;6,419047619047619;-45,37741702741709;27;-259
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Americans;0,0;-122,70793650793667;0;-476
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Victims;3,20515873015873;-947,277417027393;15;-6180
isolated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;many;0,7;-145,45829725829796;2;-943
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,1111111111111111;-206,68217893217752;1;-1433
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Economic Aid;3,7000000000000006;-277,8212121212114;9;-1510
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;hopefully;0,0;-481,14523809524064;0;-2550
limited;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;isolated;0,3666666666666667;-128,84859307359267;2;-869
not same;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;same;0,0;0,0;0;0
isolated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;limited;0,3666666666666667;-172,3591991341998;2;-1115
worst;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;best;0,0;0,0;0;0
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;1,4583333333333333;-237,9762626262605;4;-1228
Friends;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Enemies;0,0;0,0;0;0
Leadership;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-81,79444444444475;0;-363
Fundamentalists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorists;2,690873015873015;-1299,1796897546637;18;-9118
possibly;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;hopefully;0,5;-78,2313492063492;1;-392
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;4,95;-223,97225829725613;13;-1363
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can;0,3611111111111111;-152,89909812409823;2;-867
effective;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;waste;9,835714285714284;-1737,86911976916;33;-9203
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;caring;1,5166666666666666;-566,244552669554;8;-3390
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Leadership;0,0;-61,817063492063795;0;-370
Muslims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Fundamentalists;2,324206349206349;-1383,197979797891;16;-9783
only;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not only;13,324999999999996;-723,8549422799341;35;-4465
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,16666666666666666;-12,821825396825393;1;-75
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;12,592857142857142;-459,1860389610421;46;-2685
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,25;-227,1989177489165;1;-1355
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;NormalPeople;0,3333333333333333;-201,1444444444449;1;-837
