Stat Nr;Stat;Generalize0;Specialize0;Support0;Attack0;Generalize1;Specialize1;Support1;Attack1;Generalize2;Specialize2;Support2;Attack2;L = 0;R = 0;L = 1;R = 1;L = 2;R = 2;L = 3;R = 3;L = 4;R = 4;L = 5;R = 5;L = 6;R = 6;L = 7;R = 7;L = 8;R = 8;L = 9;R = 9;L = 10;R = 10;L = 11;R = 11;L = 12;R = 12;L = 13;R = 13;L = 14;R = 14;L = 15;R = 15;L = 16;R = 16;L = 17;R = 17;L = 18;R = 18;L = 19;R = 19;L = 20;R = 20;L = 21;R = 21;L = 22;R = 22;L = 23;R = 23;L = 24;R = 24;L = 25;R = 25;L = 26;R = 26;L = 27;R = 27;L = 28;R = 28;L = 29;R = 29;L = 30;R = 30;L = 31;R = 31;L = 32;R = 32;L = 33;R = 33;L = 34;R = 34;L = 35;R = 35;Tot Gen;Tot Retr
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;0,0;-141,0051587301588;0;-702
least;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;most;0,0;0,0;0;0
Bush;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Politicians;0,3333333333333333;-137,75396825396876;1;-669
threatened;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatening;0,0;-487,39325396825603;0;-2605
Bush;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bin Laden;0,0;-148,31309523809523;0;-847
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;I;4,330952380952382;-350,59801587301723;16;-1736
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can;1,0;-1110,2746031746121;3;-4665
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not best;0,0;-554,7555555555592;0;-2466
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Violence;1,383333333333333;-1570,9738095238763;6;-8074
less;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;more;0,0;0,0;0;0
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Military Actions;14,716666666666669;-361,12499999999886;38;-1472
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Diplomacy;2,0833333333333335;-224,77499999999878;7;-916
useless;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;waste;4,550000000000001;-92,75952380952388;15;-475
open;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;attentive;0,0;-92,03333333333372;0;-396
accidental;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;controlling;0,0;-59,99999999999991;0;-284
Hate;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Peace;0,0;-44,3380952380952;0;-226
Poverty;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Wealth;0,0;-13,500000000000002;0;-32
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Politicians;1,7666666666666666;-710,8746031745989;9;-3990
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Violence;1,1;-703,3551587301639;5;-3816
many;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;isolated;0,7;-127,20357142857183;2;-713
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;5,800000000000001;-71,2567460317463;22;-383
exceptional;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;continuous;0,0;-65,55357142857157;0;-272
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;1,3095238095238095;-491,29523809524017;4;-2259
_;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;must;1,6166666666666665;-604,8492063492026;5;-2279
Violence;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Culprits;0,0;-491,41071428571627;0;-2405
Problem;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Solution;0,0;0,0;0;0
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;possibly;0,5;-229,43492063491848;1;-1198
Television;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;AmericanMedia;1,9047619047619047;-315,0242063492037;10;-1877
not best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;0,0;0,0;0;0
too much;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not enough;0,0;-1,0;0;-1
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not best;0,0;-134,04920634920666;0;-661
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Oligarchy;0,0;-166,7452380952376;0;-893
normal;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;exceptional;0,0;-10,699999999999998;0;-29
Bombing;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Economic Aid;0,75;-93,20238095238109;3;-380
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Bush;0,25;-370,739682539685;1;-2109
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must;1,1666666666666667;-114,46984126984148;2;-600
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;2,2773809523809523;-784,1472222222402;9;-4564
Innocents;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Culprits;0,0;0,0;0;0
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,47619047619047616;-412,1408730158743;3;-2293
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;BlackPeople;0,0;-317,3682539682552;0;-1792
Leadership;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Oligarchy;0,0;-45,05357142857148;0;-181
fearful;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;3,6738095238095236;-1374,546825396847;18;-7977
can not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,6190476190476191;-123,23531746031813;4;-724
Government;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Leadership;0,0;-25,816666666666666;0;-99
BlackPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;RichPeople;0,0;-56,577380952381034;0;-263
I;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;People;4,598809523809525;-1431,0349206349742;18;-8328
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can not;0,5;-595,0174603174582;2;-2714
worst;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not worst;0,0;-310,0238095238071;0;-1716
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;European;0,0;-337,8607142857169;0;-1801
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;0,14285714285714285;-121,97936507936546;1;-619
People;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Muslims;1,2785714285714285;-1410,649206349174;8;-8796
AmericanSociety;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Society;0,0;-6,949999999999998;0;-17
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;never;8,766666666666666;-1212,3269841270107;29;-6030
Violence;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;War;1,5999999999999999;-493,51309523809863;6;-2565
same;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not same;0,0;-53,27777777777783;0;-268
Distruction;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Casualties;0,0;-27,91666666666668;0;-105
most;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;least;0,0;0,0;0;0
waste;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;useless;4,416666666666667;-571,310714285715;15;-2798
CurrentWorld;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;World;2,0;-80,29761904761939;4;-339
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;secure;0,3333333333333333;-460,688888888895;2;-2552
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;2,1;-421,66825396825453;10;-2409
frustrated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;threatened;1,2857142857142856;-417,59682539682643;7;-2355
ForeignMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;AmericanMedia;0,0;-14,919047619047602;0;-58
Casualties;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Distruction;0,0;-118,21428571428595;0;-565
World;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;CurrentWorld;2,0;-106,3809523809527;4;-444
Victims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Terrorists;2,066666666666667;-323,40952380952996;7;-1638
not best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;3,1833333333333336;-35,840476190476195;12;-190
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Americans;0,0;0,0;0;0
Terrorists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Victims;2,6595238095238094;-685,6940476190384;11;-4037
isolated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;many;0,7;-80,34285714285708;2;-437
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,0;-84,19047619047632;0;-430
War;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Economic Aid;4,616666666666666;-195,33690476190387;12;-815
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;hopefully;0,0;-343,295634920634;0;-1570
limited;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;isolated;0,3666666666666667;-51,907142857142894;2;-230
not same;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;same;0,0;0,0;0;0
isolated;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;limited;0,3666666666666667;-114,71904761904817;2;-671
worst;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;best;0,0;0,0;0;0
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,8333333333333333;-218,36785714285443;2;-1065
Friends;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Enemies;0,0;0,0;0;0
Leadership;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-75,11388888888916;0;-332
Fundamentalists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorists;1,6452380952380952;-999,992857142818;10;-6475
possibly;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;hopefully;0,5;-55,89523809523816;1;-244
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not;5,0;-132,47261904761965;13;-648
hopefully;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;can;0,25;-92,9059523809528;1;-409
effective;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;waste;9,283333333333333;-1240,9654761905015;29;-5701
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;caring;1,5166666666666666;-393,4845238095262;8;-2094
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Leadership;0,0;-94,39484126984138;0;-533
Muslims;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#specialization;Fundamentalists;1,2785714285714285;-1157,0301587301137;8;-7564
only;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not only;11,733333333333334;-406,3380952380978;26;-2149
always;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,0;-5,665476190476193;0;-32
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;12,833333333333334;-389,6642857142875;43;-2153
can;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;never;0,75;-139,7460317460321;2;-723
Americans;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;NormalPeople;0,0;0,0;0;0
Culprits;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Innocents;0,0;-191,75476190476047;0;-1026
threatening;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatened;0,0;0,0;0;0
Terrorism;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Hate;0,0;-59,17142857142864;0;-260
possibly;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;once;0,5;-70,32380952380971;1;-337
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;worst;0,0;-951,0253968253912;0;-4984
only;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;22,633333333333326;-317,18571428571613;52;-1499
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;1,1666666666666667;-117,01111111111153;2;-558
Wealth;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Poverty;0,0;-37,23333333333327;0;-138
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,0;0,0;0;0
Economic Aid;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bombing;2,4166666666666665;-17,31666666666666;5;-62
fearful;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;threatened;3,619047619047619;-981,4726190475955;12;-5628
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;best;0,0;-747,6027777777639;0;-3974
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;RichPeople;1,0;-46,31666666666673;1;-221
caring;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;1,516666666666667;-347,95317460317426;8;-1922
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-34,47857142857143;0;-156
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Leadership;0,25;-352,09801587301587;1;-1912
waste;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;effective;9,633333333333333;-100,3857142857145;29;-475
obsessive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;1,2023809523809523;-209,72777777777736;5;-1164
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not best;3,1833333333333336;-503,97142857143126;12;-2268
continuous;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;exceptional;0,0;-10,949999999999998;0;-29
Bombing;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Groundforces;7,033333333333333;-226,19404761904707;19;-958
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-0,41666666666666663;0;-2
Culprits;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Violence;0,0;0,0;0;0
Hate;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorism;0,0;-75,55952380952407;0;-353
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;6,25952380952381;-66,69603174603189;18;-320
Solution;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Problem;0,0;0,0;0;0
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;hopefully;0,3333333333333333;-613,4591269841283;1;-3363
Fundamentalists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Muslims;0,6857142857142857;-630,2210317460207;4;-3887
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;only;22,46666666666666;-1133,0992063492101;50;-5698
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;obsessive;1,2023809523809523;-413,1515873015916;5;-2197
revenging;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatened;0,6000000000000001;-289,47261904761757;3;-1472
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,0;-91,78333333333359;0;-472
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;fearful;3,3404761904761893;-628,2531746031759;16;-3403
European;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Americans;0,0;-9,442857142857141;0;-36
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;3,1166666666666667;-208,81428571428364;6;-1021
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Government;0,0;-152,96428571428595;0;-781
AmericanMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Television;1,9047619047619047;-459,3861111111121;10;-2656
Self;;Self;34,0;0,0;34;0
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Television;1,9047619047619047;-645,3468253968256;10;-3564
