Stat Nr;Stat;Specialize0;Attack0;Support0;Generalize0;Specialize1;Attack1;Support1;Generalize1;Specialize2;Attack2;Support2;Generalize2;Specialize3;Attack3;Support3;Generalize3;L = 0;R = 0;L = 1;R = 1;L = 2;R = 2;L = 3;R = 3;L = 4;R = 4;L = 5;R = 5;L = 6;R = 6;L = 7;R = 7;L = 8;R = 8;L = 9;R = 9;L = 10;R = 10;L = 11;R = 11;L = 12;R = 12;L = 13;R = 13;L = 14;R = 14;L = 15;R = 15;L = 16;R = 16;L = 17;R = 17;L = 18;R = 18;L = 19;R = 19;L = 20;R = 20;L = 21;R = 21;L = 22;R = 22;L = 23;R = 23;L = 24;R = 24;L = 25;R = 25;L = 26;R = 26;L = 27;R = 27;L = 28;R = 28;L = 29;R = 29;L = 30;R = 30;L = 31;R = 31;L = 32;R = 32;L = 33;R = 33;L = 34;R = 34;L = 35;R = 35;L = 36;R = 36;L = 37;R = 37;L = 38;R = 38;L = 39;R = 39;L = 40;R = 40;L = 41;R = 41;L = 42;R = 42;L = 43;R = 43;L = 44;R = 44;L = 45;R = 45;L = 46;R = 46;L = 47;R = 47;Tot Gen;Tot Retr
Culprits;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Innocents;0,0;-271,2051587301564;0;-1603
threatening;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatened;0,0;0,0;0;0
Terrorism;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Hate;0,0;-69,14047619047636;0;-316
possibly;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;once;0,0;-56,37777777777789;0;-264
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;worst;0,0;-1524,9669552669243;0;-9414
only;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;23,628571428571426;-550,3000721500673;59;-3102
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;must not;1,1666666666666667;-185,7139971139961;2;-1083
Wealth;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Poverty;0,0;-50,55595238095245;0;-224
best;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;_;0,0;0,0;0;0
Economic Aid;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Bombing;2,5833333333333335;-22,535714285714274;5;-87
fearful;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;threatened;5,321428571428571;-1596,135137085064;24;-10482
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;best;0,0;-1305,1457792207625;0;-7839
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;RichPeople;1,0;-48,503968253968374;1;-269
caring;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;1,516666666666667;-559,133730158746;8;-3621
Oligarchy;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-36,025793650793695;0;-157
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Leadership;0,25;-603,1339105339194;1;-3652
waste;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;effective;10,099999999999996;-119,605158730159;33;-603
obsessive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;attentive;1,6369047619047616;-349,9547619047531;8;-2259
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;not best;1,6500000000000001;-480,6917027417052;8;-2371
continuous;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;exceptional;0,0;-11,683333333333328;0;-33
Bombing;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Groundforces;7,45;-336,4325396825374;20;-1746
RichPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;NormalPeople;0,0;-32,77063492063494;0;-136
Culprits;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Violence;0,0;0,0;0;0
Hate;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Terrorism;0,0;-205,98412698412537;0;-1235
must not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;_;6,433333333333334;-168,99159451659403;23;-968
Solution;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Problem;0,0;0,0;0;0
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;hopefully;1,0694444444444444;-1117,646464646435;4;-6891
Fundamentalists;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#generalization;Muslims;2,43531746031746;-1566,34776334765;17;-11835
not;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;only;24,776190476190475;-1775,6512626262504;59;-10251
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;obsessive;1,6369047619047619;-598,7906565656608;8;-3716
revenging;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;threatened;0,8916666666666667;-558,9220779220916;5;-3399
never;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;always;0,0;-144,7059163059164;0;-925
attentive;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;fearful;4,542857142857144;-1233,8720057719556;24;-8117
European;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Americans;0,0;-11,74642857142856;0;-44
must;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;not;3,0095238095238095;-373,70768398268933;6;-2070
Politicians;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Government;0,0;-223,5638888888874;0;-1357
AmericanMedia;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#similar;Television;2,6309523809523805;-742,247366522331;15;-4808
Self;;Self;34,0;0,0;34;0
NormalPeople;http://www,cwi,nl/~media/ns/VP/VoxPopuli,rdfs#opposite;Television;2,630952380952381;-1001,9182539682267;15;-6354
